hi_int_prncp_pd,out_prncp_inv,loan_amnt,int_rate,term
0,10666.84,15000,5.31,36
0,35908.02,40000,6.11,36
0,10704.03,20000,9.44,36
1,4785.26,6500,13.59,36
0,0,15000,7.91,36
0,9000,19200,15.77,60
0,7109.37,15000,7.97,36
1,23903.85,25000,16.14,36
0,0,7000,10.91,36
0,0,35000,7.24,36
0,7570.68,10000,11.98,36
0,0,15000,12.99,36
0,0,15000,11.44,36
0,0,10000,8.39,36
0,0,12500,6.24,36
0,0,7050,16.29,36
1,23155.53,30000,7.96,36
0,10641.97,11200,7.56,36
0,0,10000,10.99,36
0,0,16000,14.49,60
0,0,5000,14.49,36
0,0,8400,5.32,36
1,12444.5,16800,14.08,60
0,0,17500,6.24,36
0,14551.03,25000,7.21,36
0,0,16000,9.99,36
1,1718.32,2800,16.02,36
1,11491.94,14000,6.67,36
1,4426.22,9600,19.99,36
1,7607.02,24000,9.99,60
0,0,10000,17.99,36
0,4645.04,10000,16.59,60
0,0,3500,9.44,36
0,0,24000,7.89,36
0,0,15000,14.46,60
0,0,20000,14.65,60
0,25908.26,35000,6.07,36
0,0,35000,17.57,36
1,12684.29,14400,11.55,36
0,4693.75,8000,16.02,36
0,0,22000,15.61,60
1,30110.91,35000,12.61,60
0,0,15000,7.39,36
0,0,25600,13.98,60
0,10323.58,32000,5.32,36
0,0,21000,9.99,36
0,13672.81,30000,18.2,60
0,0,25000,14.08,60
0,11098.88,28800,10.49,36
0,10772.38,12000,6.11,36
1,19249.24,20000,11.55,60
0,0,11200,15.31,36
0,0,27200,14.49,36
1,6063.85,7000,16.91,36
0,0,12000,14.65,60
1,17755.35,26200,24.74,60
1,15343.17,20000,10.42,60
0,0,25200,7.12,36
0,0,10500,5.32,36
1,6259.73,20000,11.49,36
0,6481.86,7000,8.46,36
0,0,21000,10.99,60
1,9723.11,31550,19.99,36
0,38990.09,40000,6.46,36
0,0,10000,16.01,60
0,0,20000,12.79,36
0,0,15400,9.49,36
0,26350.83,32000,7.84,36
0,4902.31,6000,16.01,36
0,0,6000,12.99,36
0,2492.99,3100,10.56,36
0,0,30000,16.55,60
0,0,15000,10.49,36
1,6084.19,10400,30.75,36
0,0,6000,13.99,36
0,2434.95,10000,7.99,36
1,4757.36,14400,16.99,36
0,0,4000,12.49,36
0,0,24000,7.62,36
1,5097.8,28000,15.61,60
0,2694.02,5000,10.42,36
0,19264.29,25000,15.05,60
0,0,2500,13.59,36
0,28187.63,35000,10.56,36
0,0,2000,16.99,36
0,0,35000,12.39,60
0,0,33000,7.89,36
0,0,9350,8.39,36
0,14836.79,17000,6.67,36
0,3749.22,5000,9.43,36
0,8957.77,10000,16.91,36
0,6023.87,28000,8.19,60
0,0,26000,13.67,60
1,5189.2,6000,16.14,36
1,9278.07,10000,6.11,60
1,20180.97,25000,21.85,36
0,0,12000,12.29,36
0,0,20800,18.25,60
0,11997.73,16000,9.43,36
1,800.54,12000,11.99,36
1,4543.66,15000,8.24,36
0,0,35000,16.99,36
0,0,28000,6.49,36
0,0,5000,5.32,36
0,4140.04,5800,6.19,36
1,8858.15,14000,6.08,36
0,0,6000,13.33,36
1,12656.25,21000,22.35,60
0,0,28000,13.99,36
0,0,11200,6.99,36
0,0,15000,12.74,60
1,815.97,25000,11.47,36
0,0,5000,10.99,36
1,9629.42,30000,13.99,60
1,19539.05,20000,14.47,60
0,0,7500,8.19,36
0,3984.84,6000,9.44,36
1,19954.23,25000,8.08,36
0,0,6000,9.75,36
1,9904.42,16000,9.93,36
1,12664.65,20000,24.74,36
0,0,12800,15.41,60
0,0,10000,7.89,36
0,0,9800,7.26,36
0,0,15000,16.02,36
0,0,5600,25.49,36
0,9504.31,12000,16.02,60
0,0,12000,7.89,36
1,18089.73,20000,11.06,36
0,0,14000,12.73,60
0,0,35000,15.61,60
0,0,6500,8.9,36
0,0,36000,6.71,36
1,9894.71,12000,30.17,60
0,5509.33,10400,7.97,36
0,1438.34,10800,13.99,36
0,473.37,6500,6.49,36
0,6492.66,10000,10.91,36
0,0,16000,6.49,36
1,17587.1,21000,9.93,60
0,0,11000,21.49,36
0,0,15000,12.85,36
1,867.08,3000,24.49,36
0,13515.81,25000,10.91,36
1,13490.32,14000,12.73,60
0,0,7500,17.99,36
1,1749.43,2000,7.84,36
0,0,6500,13.67,36
0,5703.79,6000,8.19,36
0,0,13000,14.49,60
0,8479.38,10000,7.21,36
0,17481.74,33000,7.97,36
1,9132.56,22400,9.99,60
0,0,15000,9.99,36
0,0,8000,13.99,36
0,0,3000,18.06,36
0,0,16800,10.99,60
0,282.75,1000,11.49,36
0,4729.11,5400,8.46,36
1,31444.49,35000,17.09,60
0,0,3000,7.21,36
0,0,8400,13.53,36
0,0,5000,6.89,36
1,3785.47,5000,11.99,36
0,0,7000,11.49,36
0,0,5600,5.32,36
1,6633.33,10000,15.05,36
0,0,3000,12.74,36
1,19133.56,21000,16.14,36
0,0,35000,9.99,36
0,0,4800,12.85,36
1,1616.22,3300,19.99,36
0,0,31225,12.05,60
0,0,28000,6.49,36
1,12178.69,14000,18.94,36
0,0,15000,12.79,36
1,6894.38,8000,14.47,36
0,0,10000,11.99,36
0,22176.84,28000,16.02,60
0,0,10000,12.85,36
0,0,19975,12.69,36
0,4739.51,10000,7.97,36
0,32788.2,35000,18.94,60
0,0,10000,11.53,36
0,590,4500,12.99,36
0,0,15550,13.33,36
0,0,24500,12.49,36
0,0,16000,14.49,60
0,0,13000,11.49,36
0,21046.89,25000,15.05,60
0,5263.93,10000,7.07,36
0,0,10000,9.17,36
0,0,5000,13.66,36
0,0,15200,24.85,36
0,0,6000,13.35,36
0,0,17000,7.21,36
0,0,25000,17.86,36
0,0,6500,19.52,36
0,0,15600,11.53,60
0,0,7000,10.99,36
0,3495.07,5000,9.93,36
0,0,8300,12.59,36
0,0,9600,8.18,36
0,0,31725,10.42,60
0,0,4000,6.68,36
0,3444.47,7000,5.32,36
0,0,14400,12.69,60
0,3497.97,8000,13.49,36
0,0,7500,10.15,36
0,0,10000,13.98,36
1,3798.59,10000,11.49,36
0,0,6000,13.18,36
0,1733.73,5000,12.74,36
0,6263.29,20000,11.49,36
0,15907.62,23000,15.99,60
0,6546.98,10000,6.08,36
0,0,6200,12.99,36
0,1846.49,15000,7.89,36
1,17601.96,20000,8.46,36
1,23491.3,30000,17.09,60
0,0,24000,7.89,36
0,8561.67,12000,6.07,36
0,3101.05,6000,11.99,36
0,358.94,6000,5.32,36
0,0,9000,12.49,36
0,0,6000,14.49,36
0,0,33150,7.99,60
0,0,31000,13.49,60
0,0,11375,11.99,36
1,16775.1,25000,14.99,60
0,0,30000,30.99,60
0,0,15000,6.68,36
0,0,29325,26.24,60
0,25075,32000,14.08,60
0,0,6000,12.29,36
0,0,18000,19.03,60
0,0,16000,12.74,36
0,0,15000,18.49,60
0,0,10000,12.74,60
0,0,24000,9.17,60
0,0,35000,20.99,60
0,0,10000,16.02,36
0,0,14000,6.83,36
0,11184.77,13100,22.35,36
0,1868.85,3600,12.62,36
0,0,12000,13.99,36
0,0,18000,20.99,60
1,16910.54,28000,16.99,60
0,0,7000,9.16,36
0,0,1000,14.47,36
0,0,9225,12.69,36
0,0,7500,12.88,36
0,0,5600,10.49,36
0,17585.15,18000,14.47,60
0,0,8400,11.49,36
0,0,21500,11.53,36
1,11787.33,20000,14.49,60
0,0,9600,12.74,36
0,9179.81,10000,15.02,60
0,0,1750,15.59,36
0,0,15000,13.98,36
0,782.94,4000,13.49,36
0,0,26225,17.99,60
0,0,40000,10.47,60
0,0,10400,7.49,36
1,17924.56,20000,11.05,60
0,5921.49,8000,6.07,36
0,0,2650,9.17,36
1,24995.27,30000,12.62,60
1,7173.82,10000,7.34,36
0,1441.71,9000,11.49,36
0,0,35000,29.49,60
0,4300.57,10000,11.49,36
0,561.72,1600,5.32,36
0,12409.44,15000,9.58,36
0,0,9650,11.53,36
0,239.79,8000,5.32,36
0,9934.83,11000,10.08,36
0,0,20000,10.99,60
0,9521.66,10000,10.33,36
0,0,40000,11.44,60
0,0,35000,7.69,36
0,0,20000,12.49,36
1,11339.41,14000,17.09,60
1,18794.89,22325,15.05,60
1,13043.13,16000,15.05,60
0,9515.42,25000,13.99,36
1,3661.83,4800,14.07,36
0,0,5000,11.99,36
0,0,6000,16.99,36
0,0,9000,10.99,36
0,4090.35,10000,13.33,60
0,0,28000,7.26,36
0,5414.19,9000,12.62,36
0,0,7000,8.24,36
0,0,2000,11.39,36
0,1829.65,7500,8.24,36
0,0,5000,8.39,36
0,0,12500,11.47,36
0,0,29700,8.9,36
0,28950.19,40000,9.43,36
0,0,3200,10.99,36
1,7245.03,15000,10.42,36
0,8629.44,14000,10.91,36
0,0,20000,10.91,36
0,0,12000,9.99,36
0,5272.87,13000,12.74,36
1,5765.58,8400,14.08,36
0,0,12000,9.44,60
0,0,15000,11.39,36
1,8413.73,14000,11.99,36
0,9059.31,11500,7.46,36
0,0,12800,10.49,36
0,0,18000,8.18,60
0,1260.27,10000,9.75,36
0,0,5600,19.2,36
0,0,16000,12.99,36
0,0,6400,7.99,36
1,21557.87,24400,20.39,60
0,0,12000,28.69,60
0,0,24000,12.49,36
0,0,16500,9.49,36
0,0,5000,6.49,36
0,4442.89,28000,8.39,60
0,2637.4,8000,7.49,36
0,6603.19,14000,7.35,36
0,0,25000,5.32,36
0,10528.06,20000,7.07,36
0,0,35000,23.13,60
0,0,4000,9.44,36
0,1437.52,7500,11.49,36
0,0,5275,14.99,36
0,0,18000,13.66,36
0,2222.37,12000,10.49,60
0,0,35000,17.86,36
0,0,15000,13.49,36
0,0,12000,6.49,36
0,0,30000,12.49,60
0,0,10000,24.99,36
0,16125.52,35000,11.44,36
0,0,8000,6.49,36
0,0,22550,24.99,60
0,14490.26,28000,15.05,36
0,0,10000,6.89,36
1,23408.03,28000,30.17,60
0,6197.52,20000,10.49,36
1,2431.37,35000,16.29,36
0,0,28000,14.49,60
0,0,32000,21.49,60
0,0,25000,18.45,60
0,0,8000,7.99,36
0,10585.9,12500,6.67,36
0,0,12000,13.33,36
0,2430.62,13000,9.49,36
0,0,7200,7.89,36
1,6525.03,7500,18.94,36
1,7588.27,10000,12.61,36
0,0,30000,7.99,36
0,0,26000,13.35,36
0,6031.44,7500,10.56,36
0,0,15000,11.49,36
0,0,6500,16.02,36
1,5151.15,7200,6.71,36
0,0,9900,15.99,36
0,0,24000,9.99,36
0,0,4000,11.99,36
0,0,15000,6.24,36
0,0,20000,13.35,60
0,0,6725,18.06,36
1,13782.81,20000,12.74,60
0,1710.08,6000,7.21,36
0,0,18675,16.29,36
0,4039.61,16000,8.18,60
0,1346.87,2000,11.98,36
0,0,30000,11.47,36
0,0,12000,11.53,60
0,0,24525,16.29,36
0,14440.55,15000,11.8,60
0,2320.63,5000,5.32,36
1,25100.61,30000,13.59,60
0,0,12000,11.44,36
0,0,25000,7.49,36
1,30655.06,35000,8.46,36
0,0,17100,10.42,36
0,8870.32,20000,7.35,36
0,0,10000,14.99,36
0,0,16000,12.74,36
0,0,8800,13.59,36
1,6803.08,8000,8.46,36
1,10954.59,35000,11.49,36
0,0,25000,6.24,36
0,0,24100,12.29,36
0,0,9975,14.31,36
0,0,15000,11.44,36
1,6785.21,12800,12.99,60
0,0,16800,14.65,60
0,0,7500,12.62,36
1,34205.18,35000,15.02,60
1,926.09,1000,28.72,36
0,4358.82,5000,19.92,36
0,0,28000,13.98,36
1,1261.18,1600,14.07,36
0,0,11200,5.32,36
0,10705,13000,7.84,36
1,3885.76,21000,13.33,60
0,0,10000,10.49,36
0,0,10000,18.99,36
0,8728.52,11000,6.19,36
1,6893.77,10000,15.05,36
1,14388.01,16200,16.14,36
0,0,10000,11.98,36
0,0,18000,17.09,60
0,20753.4,27625,9.92,36
0,4237.84,8000,7.97,36
0,35030.57,40000,8.46,36
0,0,15000,13.35,36
1,10846.24,12000,8.46,60
0,0,28000,9.17,60
0,0,28100,17.14,36
0,0,16000,12.88,36
1,8013.51,15000,13.67,60
0,0,15000,22.45,60
0,0,15000,10.49,36
0,0,12000,11.53,36
0,489.43,8000,6.97,36
0,0,17000,7.59,36
0,9147.74,15000,7.35,36
0,0,35000,17.76,60
0,0,30000,12.61,36
0,0,8000,7.89,36
1,12395.02,18000,16.99,60
0,550.95,19500,6.49,36
1,14628.86,15000,11.8,60
0,0,12000,15.05,60
1,1104.46,2000,14.08,36
1,37.92,1000,23.13,36
1,21255.23,24000,12.13,60
0,0,35000,7.89,36
1,13111.9,20000,14.99,60
0,0,25000,19.99,36
0,0,28000,7.69,36
0,0,25000,11.44,60
0,0,25000,14.31,60
0,22884.38,40000,11.99,36
0,0,1800,13.99,36
0,5151.32,6000,12.73,36
1,24230.34,26000,22.35,60
0,0,5200,7.07,36
1,13278.67,35000,14.65,60
1,7114.72,8000,16.91,36
0,0,7200,6.03,36
0,0,11000,8.99,36
0,25565.77,40000,7.97,36
1,942.33,1000,25.34,36
0,13477.07,14500,11.8,36
0,0,18000,14.49,36
0,0,12000,13.35,36
0,8419.58,17225,11.99,36
0,0,16000,14.49,36
1,15304.26,19000,12.62,60
1,22557.16,35000,15.99,60
0,0,11000,7.89,36
0,2957.68,4850,7.35,36
0,0,9000,13.49,36
0,2772.6,22000,9.75,36
0,0,20000,7.89,36
0,4226.67,5500,6.71,36
0,0,31200,19.99,36
0,4077.76,7000,7.35,36
0,0,8400,9.17,36
0,0,11200,6.89,36
0,0,22000,7.62,36
0,0,14375,21.99,36
0,0,10000,14.99,36
0,0,12500,7.9,36
0,4227.06,21000,6.08,36
1,6973.53,10000,11.44,60
0,0,10000,16.29,36
0,0,18075,12.99,36
0,0,13000,12.62,60
0,7486.81,15000,7.21,36
0,0,28000,11.99,36
0,0,14700,11.99,36
0,0,10000,10.99,36
1,5558.49,10000,15.05,36
0,0,35000,9.99,36
1,7655.63,10000,15.04,36
0,5054.45,14000,8.24,36
1,14981.02,24000,14.99,60
0,0,24000,5.32,36
0,0,21600,6.49,36
1,12357.94,14000,11.05,60
0,0,10200,11.99,36
0,12481.84,35000,7.99,36
0,0,15000,19.99,36
0,0,25000,12.99,36
0,0,5000,5.32,36
0,4586.38,10000,11.49,36
0,0,12000,17.57,36
0,0,17950,18.99,36
0,2264.76,8000,11.49,36
0,6639.57,10000,7.35,36
0,0,10000,16.02,36
0,0,11200,13.33,36
0,9246.52,10000,7.21,36
1,6243.67,8400,16.01,36
0,0,15000,6.03,36
0,0,40000,14.49,36
0,6262.79,10000,11.99,36
0,0,2400,16.99,36
0,0,6000,11.47,36
1,20234.26,25000,13.59,60
0,0,7600,13.33,36
0,0,10000,6.97,36
0,8691.33,20000,12.74,36
1,16998.11,30000,13.49,60
1,2010.44,11275,14.49,60
0,1124.08,9075,8.39,36
0,0,19000,9.17,36
0,0,24000,14.16,60
0,9359.52,26800,13.49,36
1,16103.95,24000,14.99,60
0,21333.79,30000,5.31,36
0,0,11500,11.53,36
0,0,5800,10.15,36
0,4292.68,6000,6.71,36
0,0,24000,6.03,36
0,1582.2,3000,7.35,36
0,12948.92,25000,13.67,60
0,0,15000,13.99,36
0,0,32000,7.24,36
0,6133.59,12000,10.42,36
0,1777.45,6000,15.99,36
0,8950.8,20000,10.08,36
0,0,14000,8.24,60
0,0,10000,13.33,36
0,3467.72,10000,12.74,36
0,0,1800,16.55,36
1,26940.08,32000,15.05,60
1,14511.09,15000,16.91,60
0,0,3000,12.62,36
0,0,10500,15.59,36
1,8853.15,20000,14.99,36
0,0,2725,18.49,36
0,0,10000,12.69,36
0,0,12000,8.18,36
0,4865.64,9000,10.91,36
0,0,15400,15.99,60
0,0,7000,12.39,36
0,0,10625,19.52,60
0,0,6000,14.49,36
1,12784.96,28675,7.99,36
1,9817.44,24000,13.33,60
0,0,16000,6.62,36
0,1156.18,20000,14.46,36
0,0,16000,16.99,60
0,0,17000,10.75,60
0,0,32500,11.53,60
0,0,12000,14.65,36
0,3572.19,9000,11.44,36
0,1842.79,9175,15.59,36
0,4975.43,6000,10.47,36
0,3467.75,10000,12.74,36
0,0,8400,9.99,36
0,0,8000,7.89,36
0,0,27000,12.79,36
0,32168.11,40000,10.56,36
0,0,6000,11.49,36
0,0,17600,9.99,36
0,20923.78,22000,8.81,36
1,18302.51,24000,9.44,60
0,35859.24,38150,13.56,60
0,8970.81,24000,13.99,60
0,13552.78,18000,14.03,36
0,10083.72,20000,11.47,60
0,0,8000,6.24,36
0,0,32000,13.99,60
0,0,10000,11.47,36
0,213.02,7000,6.49,36
0,16452.39,20000,7.46,36
1,37791.81,40000,7.84,60
0,0,12000,8.99,36
1,13171.86,16000,12.73,36
0,0,28000,6.03,36
1,7840.28,10000,17.09,60
0,0,14000,9.99,60
0,28869.26,35000,8.46,36
0,0,2100,13.99,36
0,0,9000,9.17,36
0,0,18000,22.95,60
1,16249.04,20000,14.03,36
0,2580.44,6000,11.49,36
1,31329.28,32000,17.97,60
0,0,12000,16.29,36
0,0,25000,12.69,36
1,17280.49,20000,13.59,60
0,0,17000,7.49,36
0,0,12300,23.7,60
1,7433.06,10000,16.01,36
1,13917.75,20000,13.99,60
0,0,2300,24.99,36
0,0,24000,11.99,36
0,2564.09,5000,10.91,36
0,0,10400,13.44,36
0,0,9600,23.7,60
0,0,12800,16.2,36
0,0,7000,7.89,36
1,14579.66,15000,22.35,60
1,4656.15,5000,13.56,36
1,2632.09,16000,13.49,36
0,0,8000,14.49,36
0,3728.27,5000,7.96,36
1,6906.78,25000,13.33,60
1,15213.15,24000,15.99,60
0,0,6000,11.99,36
1,149.68,5000,5.32,36
1,10402.03,11000,8.46,60
0,6785.42,24000,11.39,36
1,10353.77,12000,15.02,36
1,11127.55,24000,13.44,60
0,0,12250,10.15,36
0,0,15000,7.59,36
0,0,6000,19.52,36
0,0,21400,14.99,60
0,0,10000,13.99,60
0,0,10000,7.49,36
0,0,17250,20.49,36
0,0,5000,13.58,36
0,0,5000,13.67,36
0,0,18375,17.27,36
0,0,15000,5.32,36
1,17373.21,18000,25.34,60
0,6206.06,8000,9.43,36
0,9667.62,12000,16.02,60
0,0,12000,5.32,36
0,0,15000,14.65,36
0,0,6000,7.89,36
1,8522.19,10000,18.06,60
0,698.22,2000,13.49,36
1,23702.4,34200,18.99,60
0,25178.63,28000,7.21,36
0,5221.53,5500,6.46,36
0,0,24800,23.32,36
0,35908.03,40000,6.11,36
1,17815.12,20000,14.07,60
1,7900.33,12000,12.74,60
0,1483.93,7800,10.99,36
0,0,20500,21.99,60
0,407.22,1200,10.49,36
0,0,7000,13.67,36
1,18550.67,20000,13.56,60
0,772.18,6000,11.47,36
0,0,16000,14.08,36
0,5621.77,9000,6.71,36
0,17435.99,20000,6.11,36
0,0,7300,7.89,36
0,0,13250,16.29,60
1,4621.63,12000,9.17,60
1,6335.86,10000,14.08,36
0,0,1000,10.99,36
1,6208.89,10000,18.06,36
0,4190.74,4400,10.72,36
0,9541.03,12000,6.83,36
1,10596.83,14400,16.02,60
0,0,10000,12.74,36
0,1747.67,10000,10.49,36
0,0,25000,16.01,60
0,0,15000,5.32,36
0,0,10000,11.99,36
1,2433,10000,7.99,36
0,0,29000,5.32,36
0,0,6000,10.91,36
1,6880.26,24000,12.74,36
0,0,16000,15.05,60
0,0,10000,8.39,36
0,13315.53,16000,16.02,60
0,16541.14,20000,21.45,60
0,0,11000,6.49,36
0,331.32,5000,12.99,36
0,0,16800,10.49,60
1,21912.37,25000,13.58,60
0,9776.24,15825,25.82,36
1,23613.34,25750,20.89,36
0,0,6000,13.67,36
0,1627.51,6500,10.49,36
1,16980.65,20000,19.92,36
0,0,32000,8.39,36
0,0,24000,15.05,60
0,0,7200,6.39,36
0,7784.47,21000,16.55,60
0,19766.64,22000,6.67,36
0,577.5,2000,13.49,36
0,0,35000,13.99,36
0,0,5300,7.35,36
0,0,12000,12.99,36
0,0,21600,16.55,36
0,4192.18,8000,10.42,36
0,3871.83,10800,7.49,36
0,0,35000,26.3,36
0,8234.62,10000,7.84,36
0,4070.66,7000,7.07,36
0,0,13250,16.29,36
0,1034.91,6500,10.99,36
1,8628.13,10000,15.02,36
1,21421.7,24000,9.58,60
0,307.73,4625,11.47,36
1,32520.86,35000,14.47,60
0,2256.37,25200,5.32,36
0,1414.28,2500,7.35,36
0,0,25600,10.42,36
1,28770.96,40000,12.74,60
0,3508.54,9000,8.24,36
0,0,7000,10.75,36
0,0,10000,13.98,36
1,29322.96,30000,15.02,60
0,0,18900,14.99,60
0,0,15000,15.61,60
1,6523.11,9975,20,36
0,30105.77,40000,10.41,36
0,14269.48,20000,6.07,36
0,0,12000,12.69,60
1,7877.54,10000,14.03,36
0,4800.12,5500,6.67,36
0,0,9000,6.99,36
1,14841.46,35000,9.76,60
0,0,6000,11.47,36
1,11019.79,16000,6.72,36
0,0,33425,19.19,60
0,0,8000,7.99,36
0,0,8500,13.35,36
0,0,12000,9.8,36
0,1135.5,6000,10.49,36
0,10834.94,15500,9.93,36
1,10148.87,15000,19.03,36
0,3319.79,5000,7.35,36
0,0,26500,18.99,36
0,0,10975,16.99,60
1,9326.86,10000,15.02,36
0,12651.33,20000,6.08,36
0,0,15600,23.13,60
0,27523.65,30000,20.39,60
0,0,18000,9.75,36
0,5774.94,12000,9.93,36
0,0,5000,9.16,36
0,0,21000,6.49,60
0,0,24000,13.67,60
0,0,25325,12.49,60
0,0,14000,11.49,36
1,10846.35,16000,18.99,60
0,0,15000,9.17,36
0,5636.51,9000,11.99,36
0,0,5000,11.44,36
0,0,7200,11.53,36
0,0,14000,20.99,60
0,0,10000,10.99,36
0,0,8800,8.39,36
0,6226.74,8000,10.41,36
0,3378.52,14275,17.27,36
0,321.57,5000,10.75,36
0,0,14000,15.99,60
0,0,6000,16.29,36
0,3492.24,10000,13.49,36
0,0,11650,16.99,36
0,0,7400,16.99,36
1,13224.84,20000,15.99,60
0,1029.88,16000,10.75,36
0,0,20000,7.89,36
1,6880.88,8000,13.56,36
0,0,6000,8.24,36
1,17106.94,18000,20.89,60
1,20487.32,29375,9.43,36
0,0,10000,18.24,36
0,12351.97,15000,7.84,36
1,7853.9,11200,14.99,60
1,25552.65,30000,14.08,60
0,0,9000,16.02,36
0,0,14000,14.49,60
0,0,14400,26.24,60
0,0,15000,24.08,60
1,4881.57,6000,14.52,36
0,0,10000,17.86,36
0,0,2400,7.97,36
0,16991.49,25000,11.99,36
0,0,15600,16.99,36
0,0,11200,11.39,36
0,0,15000,5.32,36
0,0,19000,9.8,36
0,0,19500,13.99,36
0,0,1500,10.42,36
0,0,20000,15.99,36
0,19048.84,20000,10.72,36
0,0,30000,11.99,36
1,6698.17,16375,13.33,60
1,8939.21,10000,19.92,36
1,15072.67,18000,21.85,60
0,2828.57,10000,11.44,36
0,0,15000,13.35,60
0,13599.76,22300,7.35,36
0,0,28000,22.45,60
0,0,7000,12.69,36
0,0,16000,8.19,36
0,0,12500,7.21,36
1,4913.56,19875,15.99,60
0,0,22000,19.19,60
0,0,20000,8.67,60
0,0,5500,9.17,36
1,12095.69,22000,7.96,36
0,0,8000,13.67,36
0,0,19000,9.17,36
0,0,25000,21.99,60
0,1992.3,6000,8.24,36
0,0,16000,11.49,60
0,0,7200,12.05,36
0,0,14350,30.99,60
0,0,25000,16.29,36
0,0,13500,24.5,60
0,0,3800,9.93,36
0,0,6000,10.49,36
1,23832.79,26500,17.47,60
0,0,16000,14.98,60
0,3978.45,10000,10.49,36
0,0,5600,15.61,36
0,0,23875,17.99,60
0,31679.95,35000,11.55,36
0,0,10400,15.61,36
0,0,7000,11.49,36
0,0,8000,11.47,36
0,18193.73,20000,15.02,36
0,0,22000,16.99,60
1,18192.39,20000,11.05,60
0,3442.02,7000,12.62,36
0,0,10000,13.98,36
0,0,28000,15.61,36
0,655.24,5000,12.79,36
0,0,18000,15.59,60
0,0,19200,16.59,60
0,0,31300,16.99,36
0,0,14500,17.57,60
0,0,15000,14.47,60
1,13443.9,15000,11.05,60
0,0,25000,13.98,36
0,2954.3,10800,8.24,36
0,0,4800,6.99,36
0,0,9600,16.29,36
0,0,2000,15.59,36
0,16723.02,28000,7.99,60
0,0,22000,5.32,36
1,8365.2,12000,16.99,60
0,0,17000,5.93,36
1,9035.99,18000,7.97,36
0,3229.46,5000,9.93,36
0,0,24000,9.44,60
0,10508.39,15000,10.41,36
0,0,16800,21.18,60
1,7257.33,10500,22.74,60
1,2148,4000,9.93,36
0,0,10000,14.47,36
0,0,15000,15.99,36
0,6687.8,15000,7.99,36
0,0,7500,11.99,36
0,0,35000,12.49,36
0,2017.95,12000,15.59,36
0,0,11000,12.69,36
0,0,33675,19.19,60
0,11310.38,15000,10.9,36
1,1472.95,18000,9.17,60
1,28198.6,30000,13.56,60
0,0,14000,14.33,60
0,2446.68,6500,12.74,36
0,0,4850,15.61,36
0,0,3000,23.43,36
0,20040.01,25000,15.05,60
0,0,1000,6.71,36
1,7798.9,12000,13.99,60
0,0,24000,14.46,60
0,1087.99,3600,7.99,36
0,0,20000,12.99,60
0,0,20000,10.49,36
0,0,15000,16.99,36
0,0,16000,7.89,36
0,9125.63,16000,15.05,36
0,3467.75,10000,12.74,36
0,4015.39,8000,7.97,36
0,0.11,10000,8.39,36
0,0,28000,15.31,36
1,11080.06,16000,16.02,36
0,23311.87,30000,9.92,36
0,0,3000,13.49,36
0,0,25000,8.18,60
0,0,5000,7.97,36
0,3817.3,6025,14.08,36
0,8629.08,18000,9.44,36
0,0,17600,16.2,60
0,5168.43,10000,11.99,36
0,0,10000,12.99,36
0,0,9850,22.74,36
0,0,28000,14.46,36
0,3130.84,10000,11.49,36
0,0,10500,10.99,36
0,0,24000,8.39,36
1,8030.12,10000,10.07,36
0,0,23975,9.93,60
1,8893.43,10000,16.91,36
0,0,3000,14.65,36
0,0,12000,11.44,36
0,0,14000,12.29,60
0,0,24000,12.99,36
0,5297.44,10000,7.97,36
0,0,21000,7.35,36
0,9205.02,12000,6.19,36
0,2547.97,4000,7.35,36
0,0,18000,10.99,36
0,12853.36,21000,7.97,36
0,3608.19,11000,6.99,36
1,7120.66,18000,10.99,60
0,0,35000,14.46,60
1,9005.41,12000,18.99,60
1,4385.04,4800,17.97,36
0,13851.33,25000,7.07,36
0,19054.71,22500,6.67,36
0,0,15000,12.88,36
1,6601.09,7200,22.35,36
0,9271.56,24000,7.24,36
0,0,5600,7.89,36
0,0,22000,7.12,36
0,0,20000,11.47,36
1,35105.98,36000,7.56,36
0,0,16300,18.55,36
0,0,10000,14.49,36
0,0,12000,11.99,36
0,5766.92,8325,7.96,36
0,0,8000,9.67,36
0,7857.46,12000,6.72,36
0,0,5000,10.78,36
1,20172.18,30000,17.99,60
0,0,16800,6.89,36
0,0,9600,10.99,36
0,0,20000,9.99,60
0,0,11700,19.47,36
0,0,16000,7.26,36
0,0,15000,15.05,60
0,11358.24,24000,6.49,60
0,0,35000,12.29,60
0,0,8000,11.47,36
0,0,10000,15.05,36
0,0,5000,11.22,36
1,1110.69,1500,15.05,36
0,0,10000,14.64,60
0,0,24000,5.93,36
0,12651.33,20000,6.08,36
0,0,7000,7.69,36
1,6665.89,10000,16.02,36
0,0,25000,6.49,36
0,0,8000,13.98,36
0,6492.67,10000,10.91,36
0,0,21150,21.99,60
1,11495.64,14500,16.01,36
1,19008.8,24000,16.02,60
1,10203.13,15000,20,36
0,0,28000,8.18,36
1,11926.93,13000,20.39,60
0,0,35000,7.89,36
0,0,12000,9.8,36
0,0,8600,15.59,36
0,0,6000,13.99,36
0,0,25700,21.49,36
0,10310.68,15000,6.72,36
0,0,24000,15.05,36
0,4548.42,5000,15.02,36
0,12159.41,24000,9.16,60
0,0,12500,14.08,36
1,4210.47,7000,20,36
0,0,21000,6.97,60
0,1086.07,5000,9.49,36
1,6325.86,7000,10.47,36
