carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
17532,merc, CLA Class,2017,Automatic,18550,Diesel,145,70.5901,2.1
17103,merc, CLA Class,2015,Automatic,50510,Diesel,20,69.0881,2.1
13663,merc, CLA Class,2017,Automatic,27941,Diesel,145,68.8513,2.1
17624,merc, CLA Class,2015,Automatic,32895,Diesel,20,67.4970,2.1
16185,merc, CLA Class,2016,Manual,60872,Diesel,20,67.3877,2.1
13474,merc, CLA Class,2016,Automatic,55700,Diesel,20,67.1415,2.1
19540,merc, CLA Class,2016,Automatic,34612,Diesel,20,67.2552,2.1
18801,merc, CLA Class,2017,Automatic,24107,Diesel,150,67.2716,2.1
13974,merc, CLA Class,2017,Automatic,8423,Diesel,150,67.4798,2.1
15604,merc, CLA Class,2017,Manual,31555,Diesel,20,67.4814,2.1
12053,merc, CLA Class,2016,Automatic,28916,Diesel,20,67.1855,2.1
16276,merc, CLA Class,2017,Automatic,20182,Diesel,150,67.3412,2.1
18043,merc, CLA Class,2016,Manual,91000,Diesel,20,67.3158,2.1
16107,merc, CLA Class,2016,Automatic,32150,Diesel,20,67.3454,2.1
14775,merc, CLA Class,2016,Manual,70869,Diesel,20,67.2504,2.1
18598,merc, CLA Class,2017,Automatic,39950,Diesel,20,67.2876,2.1
14802,merc, CLA Class,2015,Automatic,90740,Diesel,20,67.0735,2.1
17066,merc, CLA Class,2017,Automatic,57763,Diesel,20,67.4400,2.1
14025,merc, CLA Class,2016,Automatic,82100,Diesel,20,67.6314,2.1
17890,merc, CLA Class,2016,Manual,53244,Diesel,20,67.2130,2.1
12528,merc, CLA Class,2017,Manual,31875,Diesel,145,67.5127,2.1
18044,merc, CLA Class,2017,Manual,26662,Diesel,30,65.7651,2.1
16191,merc, CLA Class,2015,Manual,120000,Diesel,20,65.7072,2.1
12526,merc, CLA Class,2014,Manual,82580,Diesel,30,63.9588,1.8
14484,merc, CLA Class,2014,Automatic,45000,Diesel,30,62.7403,2.1
16823,merc, CLA Class,2013,Automatic,66000,Diesel,30,62.8874,2.1
13019,merc, CLA Class,2013,Automatic,23369,Diesel,30,62.8999,2.1
12626,merc, CLA Class,2017,Automatic,53159,Diesel,125,58.9623,2.1
16049,merc, CLA Class,2016,Automatic,30106,Diesel,125,59.1151,2.1
15787,merc, CLA Class,2016,Automatic,28863,Diesel,125,59.0247,2.1
15181,merc, CLA Class,2017,Automatic,31949,Diesel,150,58.6856,2.1
13976,merc, CLA Class,2020,Automatic,3653,Diesel,145,55.5932,2
16125,merc, CLA Class,2017,Automatic,10626,Petrol,145,53.2399,1.6
17645,merc, CLA Class,2017,Automatic,7392,Petrol,150,53.3072,1.6
17054,merc, CLA Class,2018,Automatic,32197,Petrol,145,52.5376,1.6
16718,merc, CLA Class,2018,Automatic,6466,Petrol,150,52.3490,1.6
15874,merc, CLA Class,2019,Automatic,11442,Diesel,145,51.2338,2.1
15524,merc, CLA Class,2019,Automatic,9054,Diesel,145,51.3625,2.1
16581,merc, CLA Class,2016,Manual,47020,Petrol,125,51.5253,1.6
19340,merc, CLA Class,2019,Automatic,14024,Diesel,145,51.2087,2.1
13699,merc, CLA Class,2016,Manual,48292,Petrol,125,51.4898,1.6
16180,merc, CLA Class,2019,Automatic,10193,Diesel,145,51.2495,2.1
13458,merc, CLA Class,2019,Automatic,13968,Diesel,145,50.9986,2.1
16661,merc, CLA Class,2019,Automatic,13500,Diesel,145,51.6256,2.1
18177,merc, CLA Class,2015,Automatic,17500,Petrol,125,51.3256,1.6
15301,merc, CLA Class,2016,Manual,33231,Petrol,125,51.1645,1.6
12286,merc, CLA Class,2017,Manual,35580,Petrol,150,48.6930,1.6
13871,merc, CLA Class,2020,Automatic,4345,Petrol,150,45.2630,1.3
14329,merc, CLA Class,2020,Automatic,2700,Petrol,145,44.7976,1.3
14405,merc, CLA Class,2020,Automatic,1000,Petrol,145,44.8333,1.3
17437,merc, CLA Class,2019,Automatic,3138,Petrol,145,44.1041,1.3
18281,merc, CLA Class,2020,Automatic,20,Petrol,145,43.9006,1.3
16565,merc, CLA Class,2019,Manual,3794,Petrol,145,43.0207,1.6
18209,merc, CLA Class,2016,Automatic,31959,Petrol,200,42.4330,2
17164,merc, CLA Class,2016,Automatic,84000,Petrol,200,42.9741,2
14794,merc, CLA Class,2017,Automatic,20990,Petrol,145,40.7943,2
19337,merc, CLA Class,2016,Automatic,30500,Petrol,205,40.7268,2
17254,merc, CLA Class,2017,Automatic,25517,Petrol,145,40.8571,2
17588,merc, CLA Class,2020,Automatic,6000,Petrol,145,41.1648,2
15044,merc, CLA Class,2014,Automatic,41445,Petrol,205,40.0053,2
18622,merc, CLA Class,2015,Automatic,27000,Petrol,200,39.6602,2
13598,merc, CLA Class,2020,Automatic,3600,Petrol,145,33.3652,2
13527,merc, CLK,2005,Automatic,105000,Diesel,260,43.5646,2.1
17702,merc, CLK,2004,Automatic,113000,Diesel,300,39.5275,2.7
18903,merc, CLK,2004,Automatic,104000,Petrol,325,31.2596,1.8
19604,merc, CLK,2003,Automatic,185000,Petrol,330,18.0803,4.3
18995,merc, CLS Class,2016,Automatic,47156,Diesel,125,57.9941,2.1
13920,merc, CLS Class,2017,Semi-Auto,31479,Diesel,145,57.4138,2.1
15596,merc, CLS Class,2016,Semi-Auto,23020,Diesel,125,57.5923,2.1
18380,merc, CLS Class,2015,Automatic,20000,Diesel,125,57.5724,2.1
12078,merc, CLS Class,2017,Semi-Auto,45870,Diesel,125,57.4229,2.1
13803,merc, CLS Class,2017,Semi-Auto,65700,Diesel,125,57.7343,2.1
14115,merc, CLS Class,2015,Semi-Auto,40912,Diesel,125,57.8950,2.1
18154,merc, CLS Class,2015,Semi-Auto,29139,Diesel,125,58.0170,2.1
15686,merc, CLS Class,2017,Semi-Auto,26941,Diesel,145,57.9487,2.1
17878,merc, CLS Class,2015,Automatic,17957,Diesel,125,57.5033,2.1
16050,merc, CLS Class,2017,Semi-Auto,30004,Diesel,125,57.8793,2.1
14236,merc, CLS Class,2016,Semi-Auto,44029,Diesel,125,57.4487,2.1
19274,merc, CLS Class,2016,Automatic,30744,Diesel,125,57.7791,2.1
15202,merc, CLS Class,2017,Semi-Auto,46943,Diesel,145,57.3508,2.1
12581,merc, CLS Class,2016,Automatic,44753,Diesel,125,57.4651,2.1
19262,merc, CLS Class,2016,Automatic,41253,Diesel,125,57.7528,2.1
14632,merc, CLS Class,2015,Automatic,51974,Diesel,125,57.6902,2.1
16857,merc, CLS Class,2016,Semi-Auto,35825,Diesel,125,57.4173,2.1
13591,merc, CLS Class,2015,Automatic,23446,Diesel,125,57.5144,2.1
14604,merc, CLS Class,2018,Semi-Auto,24315,Diesel,145,57.7648,2.1
16941,merc, CLS Class,2016,Automatic,46728,Diesel,125,57.5820,2.1
16976,merc, CLS Class,2016,Automatic,20500,Diesel,125,57.8758,2.1
18880,merc, CLS Class,2016,Semi-Auto,22525,Diesel,125,57.5597,2.1
18654,merc, CLS Class,2016,Semi-Auto,28925,Diesel,125,57.9486,2.1
16135,merc, CLS Class,2017,Semi-Auto,30427,Diesel,145,57.7394,2.1
16134,merc, CLS Class,2015,Semi-Auto,38792,Diesel,125,57.7560,2.1
16631,merc, CLS Class,2016,Automatic,33000,Diesel,145,56.2278,2.1
17032,merc, CLS Class,2016,Semi-Auto,23629,Diesel,145,56.3647,2.1
14112,merc, CLS Class,2015,Automatic,34063,Diesel,145,56.7455,2.1
12363,merc, CLS Class,2017,Semi-Auto,21218,Diesel,150,56.2488,2.1
13344,merc, CLS Class,2015,Semi-Auto,39858,Diesel,125,56.5777,2.1
14533,merc, CLS Class,2016,Automatic,46068,Diesel,145,56.5724,2.1
16817,merc, CLS Class,2016,Automatic,30422,Diesel,145,56.5722,2.1
12459,merc, CLS Class,2016,Automatic,42651,Diesel,145,56.2360,2.1
13623,merc, CLS Class,2016,Automatic,53000,Diesel,145,56.4988,2.1
17761,merc, CLS Class,2015,Semi-Auto,46725,Diesel,145,56.3708,2.1
15490,merc, CLS Class,2015,Automatic,54000,Diesel,145,56.7751,2.1
14096,merc, CLS Class,2013,Automatic,51423,Diesel,145,55.3234,2.1
14885,merc, CLS Class,2013,Automatic,56030,Diesel,145,55.0694,2.1
16054,merc, CLS Class,2013,Automatic,54238,Diesel,145,54.5708,2.1
17593,merc, CLS Class,2013,Automatic,59500,Diesel,145,54.3515,2.1
16511,merc, CLS Class,2013,Automatic,65000,Diesel,150,53.8726,2.1
19542,merc, CLS Class,2014,Semi-Auto,42980,Diesel,145,54.2061,2.1
16402,merc, CLS Class,2014,Automatic,48500,Diesel,145,54.0261,2.1
13035,merc, CLS Class,2014,Semi-Auto,31815,Diesel,145,54.3235,2.1
15335,merc, CLS Class,2015,Semi-Auto,68353,Diesel,160,52.3453,3
15848,merc, CLS Class,2016,Automatic,16107,Diesel,160,51.2324,3
13714,merc, CLS Class,2016,Semi-Auto,29306,Diesel,160,51.2925,3
12066,merc, CLS Class,2016,Automatic,17730,Diesel,165,51.2835,3
16934,merc, CLS Class,2015,Automatic,29417,Diesel,160,51.1149,3
14923,merc, CLS Class,2016,Semi-Auto,44444,Diesel,160,51.4501,3
13979,merc, CLS Class,2016,Semi-Auto,31689,Diesel,160,51.1296,3
14492,merc, CLS Class,2017,Semi-Auto,26747,Diesel,145,51.0634,3
15139,merc, CLS Class,2016,Semi-Auto,35474,Diesel,165,51.8080,3
14013,merc, CLS Class,2016,Semi-Auto,31310,Diesel,160,51.4273,3
13839,merc, CLS Class,2016,Semi-Auto,23636,Diesel,160,51.6415,3
18077,merc, CLS Class,2017,Automatic,19926,Diesel,160,51.3147,3
12968,merc, CLS Class,2017,Automatic,32977,Diesel,145,51.5378,3
19543,merc, CLS Class,2017,Semi-Auto,36402,Diesel,160,51.3219,3
15871,merc, CLS Class,2016,Semi-Auto,25313,Diesel,160,51.4156,3
19198,merc, CLS Class,2018,Semi-Auto,11700,Diesel,145,51.3144,3
15120,merc, CLS Class,2015,Semi-Auto,40270,Diesel,160,51.3367,3
14479,merc, CLS Class,2016,Automatic,13588,Diesel,165,51.2356,3
12652,merc, CLS Class,2017,Semi-Auto,34567,Diesel,145,51.3017,3
13090,merc, CLS Class,2016,Semi-Auto,24086,Diesel,160,51.4565,3
16867,merc, CLS Class,2016,Semi-Auto,31684,Diesel,160,51.1631,3
14657,merc, CLS Class,2016,Semi-Auto,25536,Diesel,160,51.6444,3
19538,merc, CLS Class,2017,Automatic,72383,Diesel,160,51.0639,3
14092,merc, CLS Class,2016,Automatic,26236,Diesel,165,51.0144,3
18791,merc, CLS Class,2016,Semi-Auto,13720,Diesel,165,51.5102,3
14348,merc, CLS Class,2016,Automatic,19366,Diesel,165,51.5650,3
13445,merc, CLS Class,2017,Automatic,21494,Diesel,165,51.5639,3
15367,merc, CLS Class,2016,Semi-Auto,34056,Diesel,160,51.5690,3
14687,merc, CLS Class,2016,Semi-Auto,39652,Diesel,160,49.5269,3
14859,merc, CLS Class,2017,Semi-Auto,27354,Diesel,160,49.6333,3
12026,merc, CLS Class,2016,Automatic,54195,Diesel,165,49.6878,3
15593,merc, CLS Class,2017,Semi-Auto,15833,Diesel,160,49.6991,3
16365,merc, CLS Class,2015,Semi-Auto,35866,Diesel,160,49.7139,3
12255,merc, CLS Class,2016,Automatic,32611,Diesel,165,49.1903,3
16670,merc, CLS Class,2015,Automatic,48126,Diesel,160,49.4241,3
19535,merc, CLS Class,2018,Automatic,16568,Diesel,145,48.7245,2.9
15644,merc, CLS Class,2018,Semi-Auto,8123,Diesel,145,49.0071,2.9
15829,merc, CLS Class,2019,Semi-Auto,11886,Diesel,145,48.5006,2.9
19081,merc, CLS Class,2019,Semi-Auto,5919,Diesel,145,48.2657,2.9
17974,merc, CLS Class,2019,Automatic,3130,Diesel,145,48.7580,2.9
17897,merc, CLS Class,2019,Semi-Auto,3354,Diesel,145,48.5623,2.9
13005,merc, CLS Class,2019,Semi-Auto,5053,Diesel,145,48.6805,2.9
18416,merc, CLS Class,2018,Automatic,3942,Diesel,145,48.8601,2.9
13452,merc, CLS Class,2018,Semi-Auto,5611,Diesel,145,48.9041,2.9
12227,merc, CLS Class,2019,Automatic,6273,Diesel,145,48.8272,2.9
17102,merc, CLS Class,2019,Semi-Auto,8264,Diesel,145,48.3427,2.9
17233,merc, CLS Class,2018,Semi-Auto,5203,Diesel,145,48.6967,2.9
17148,merc, CLS Class,2019,Semi-Auto,7036,Diesel,145,48.7536,2.9
14196,merc, CLS Class,2018,Semi-Auto,18559,Diesel,145,48.6041,2.9
15007,merc, CLS Class,2018,Semi-Auto,10677,Diesel,145,48.6124,2.9
18024,merc, CLS Class,2019,Semi-Auto,7444,Diesel,145,49.1498,2.9
12288,merc, CLS Class,2018,Automatic,17663,Diesel,145,49.0418,2.9
13225,merc, CLS Class,2019,Automatic,3335,Diesel,145,48.5193,2.9
16859,merc, CLS Class,2019,Semi-Auto,7937,Diesel,145,48.5549,2.9
15761,merc, CLS Class,2019,Automatic,11704,Diesel,145,48.6590,2.9
18006,merc, CLS Class,2019,Semi-Auto,12057,Diesel,145,48.5348,2.9
13588,merc, CLS Class,2019,Automatic,3572,Diesel,145,48.9105,2.9
14137,merc, CLS Class,2019,Semi-Auto,2609,Diesel,145,48.8263,2.9
18838,merc, CLS Class,2019,Semi-Auto,5680,Diesel,145,48.5627,2.9
16742,merc, CLS Class,2018,Semi-Auto,16432,Diesel,145,48.8742,2.9
16527,merc, CLS Class,2019,Automatic,4105,Diesel,145,48.8362,2.9
16100,merc, CLS Class,2019,Semi-Auto,7301,Diesel,145,48.0938,2.9
12524,merc, CLS Class,2019,Semi-Auto,2798,Diesel,145,48.0110,2.9
15158,merc, CLS Class,2019,Automatic,2817,Diesel,145,47.7826,2.9
17880,merc, CLS Class,2019,Semi-Auto,7038,Diesel,145,47.9933,2.9
17779,merc, CLS Class,2019,Automatic,5500,Diesel,145,47.7977,2.9
19390,merc, CLS Class,2019,Semi-Auto,3443,Diesel,145,48.0189,2.9
14256,merc, CLS Class,2019,Automatic,107,Diesel,145,47.6436,2.9
18042,merc, CLS Class,2019,Semi-Auto,5524,Diesel,145,47.8958,2.9
13766,merc, CLS Class,2019,Semi-Auto,12346,Diesel,145,47.8666,2.9
12025,merc, CLS Class,2019,Semi-Auto,3418,Diesel,145,47.8386,2.9
16224,merc, CLS Class,2019,Automatic,4011,Diesel,145,48.1108,2.9
15866,merc, CLS Class,2019,Semi-Auto,12000,Diesel,145,48.1483,2.9
18173,merc, CLS Class,2019,Automatic,4133,Diesel,145,47.9182,2.9
15781,merc, CLS Class,2018,Automatic,18837,Diesel,150,47.9399,2.9
17573,merc, CLS Class,2019,Semi-Auto,6056,Diesel,145,48.1921,2.9
14168,merc, CLS Class,2018,Semi-Auto,12078,Diesel,145,47.7624,2.9
15326,merc, CLS Class,2019,Automatic,30000,Diesel,150,47.9150,2.9
16521,merc, CLS Class,2019,Semi-Auto,15674,Diesel,145,48.1870,2.9
13036,merc, CLS Class,2019,Semi-Auto,6465,Diesel,145,47.6907,2.9
16249,merc, CLS Class,2013,Semi-Auto,64777,Diesel,205,47.1269,3
13196,merc, CLS Class,2011,Automatic,54000,Diesel,200,46.1798,3
12445,merc, CLS Class,2012,Automatic,66880,Diesel,200,46.2204,3
16930,merc, CLS Class,2011,Automatic,88559,Diesel,200,46.7424,3
19064,merc, CLS Class,2013,Semi-Auto,85967,Diesel,200,46.1711,3
13270,merc, CLS Class,2013,Semi-Auto,60090,Diesel,200,46.0482,3
14010,merc, CLS Class,2012,Automatic,48579,Diesel,200,46.3051,3
18504,merc, CLS Class,2014,Automatic,100552,Diesel,200,46.7271,3
18607,merc, CLS Class,2013,Automatic,72216,Diesel,200,45.8967,3
15190,merc, CLS Class,2019,Automatic,999,Diesel,145,45.8693,2
17707,merc, CLS Class,2019,Automatic,2500,Diesel,145,45.8539,2
18202,merc, CLS Class,2019,Semi-Auto,926,Diesel,145,45.6149,2
12134,merc, CLS Class,2019,Semi-Auto,3194,Diesel,145,45.7843,2
15173,merc, CLS Class,2019,Automatic,15263,Diesel,145,45.4949,2
19554,merc, CLS Class,2020,Automatic,20,Diesel,145,45.3431,2
15956,merc, CLS Class,2017,Semi-Auto,8591,Petrol,150,39.1553,3.5
15086,merc, CLS Class,2016,Automatic,50000,Petrol,235,39.0686,3.5
19155,merc, CLS Class,2018,Automatic,8376,Petrol,145,36.1054,3
12189,merc, CLS Class,2019,Semi-Auto,8697,Petrol,145,31.7470,3
17456,merc, CLS Class,2019,Semi-Auto,2619,Petrol,145,31.3951,2
16764,merc, CLS Class,2012,Automatic,46283,Petrol,555,28.7821,5.5
14085,vauxhall, Combo Life,2018,Manual,10070,Diesel,145,53.4274,1.5
13816,vauxhall, Combo Life,2019,Manual,7821,Diesel,145,53.3957,1.5
16918,vauxhall, Combo Life,2018,Manual,14066,Diesel,145,53.6696,1.5
18025,vauxhall, Combo Life,2019,Manual,17957,Diesel,145,53.0799,1.5
14283,vauxhall, Combo Life,2019,Manual,1248,Diesel,145,53.3929,1.5
12966,vauxhall, Combo Life,2018,Manual,5486,Diesel,145,53.4017,1.5
16245,vauxhall, Combo Life,2019,Manual,8087,Diesel,150,53.5675,1.5
17019,vauxhall, Combo Life,2018,Manual,10000,Diesel,145,53.6223,1.5
12572,vauxhall, Combo Life,2018,Manual,12679,Diesel,145,53.5336,1.5
18222,vauxhall, Combo Life,2018,Manual,9428,Diesel,145,53.1337,1.5
12905,vauxhall, Combo Life,2019,Manual,4396,Diesel,145,52.9669,1.5
18519,vauxhall, Combo Life,2019,Manual,10450,Diesel,145,52.9736,1.5
19221,vauxhall, Combo Life,2019,Manual,6950,Diesel,145,53.4307,1.5
18229,vauxhall, Combo Life,2019,Manual,9061,Diesel,145,53.4671,1.5
16374,vauxhall, Combo Life,2018,Manual,13658,Diesel,145,53.4977,1.5
19034,vauxhall, Combo Life,2019,Manual,7211,Diesel,145,52.9995,1.5
13761,vauxhall, Combo Life,2019,Manual,8067,Diesel,150,53.2584,1.5
18689,vauxhall, Combo Life,2019,Manual,11438,Diesel,150,53.2526,1.5
15113,vauxhall, Combo Life,2018,Manual,6900,Diesel,145,53.2018,1.5
13881,vauxhall, Combo Life,2018,Manual,11935,Diesel,145,53.1641,1.5
16549,vauxhall, Combo Life,2019,Manual,839,Diesel,145,53.3865,1.5
13213,vauxhall, Combo Life,2018,Manual,4541,Diesel,145,53.0320,1.5
13038,vauxhall, Combo Life,2019,Manual,8001,Diesel,150,53.1185,1.5
17096,vauxhall, Combo Life,2019,Manual,10048,Diesel,145,53.0178,1.5
12783,vauxhall, Combo Life,2019,Manual,9726,Diesel,145,53.2762,1.5
12165,vauxhall, Combo Life,2019,Manual,2048,Diesel,145,53.0751,1.5
14603,vauxhall, Combo Life,2019,Manual,8707,Diesel,145,53.2513,1.5
18081,vauxhall, Combo Life,2019,Manual,6000,Diesel,145,53.5883,1.5
13259,vauxhall, Combo Life,2019,Manual,10098,Diesel,145,53.0871,1.5
17011,vauxhall, Combo Life,2018,Manual,13619,Diesel,145,53.4372,1.5
13923,vauxhall, Combo Life,2018,Manual,550,Diesel,145,53.3411,1.5
18627,vauxhall, Combo Life,2019,Manual,6551,Diesel,145,53.1863,1.5
19258,vauxhall, Combo Life,2018,Manual,9460,Diesel,145,53.4886,1.5
14027,vauxhall, Combo Life,2019,Manual,9751,Diesel,145,53.6234,1.5
16600,vauxhall, Combo Life,2018,Manual,2770,Diesel,145,52.9874,1.5
16695,vauxhall, Combo Life,2019,Manual,8556,Diesel,145,53.6163,1.5
18386,vauxhall, Combo Life,2019,Manual,4960,Diesel,145,53.1079,1.5
17664,vauxhall, Combo Life,2019,Manual,7000,Diesel,145,53.0661,1.5
16991,vauxhall, Combo Life,2019,Manual,7487,Diesel,145,53.5039,1.5
17010,vauxhall, Combo Life,2019,Manual,6690,Diesel,145,53.4129,1.5
14852,vauxhall, Combo Life,2019,Manual,8478,Diesel,145,53.1353,1.5
12206,vauxhall, Combo Life,2019,Manual,14500,Diesel,145,53.4371,1.5
12486,vauxhall, Combo Life,2019,Manual,6797,Diesel,145,53.3259,1.5
16590,vauxhall, Combo Life,2018,Manual,13720,Diesel,145,53.4567,1.5
16340,vauxhall, Combo Life,2019,Manual,3294,Diesel,145,53.1398,1.5
19548,vauxhall, Combo Life,2018,Manual,6000,Diesel,145,53.1540,1.5
18765,vauxhall, Combo Life,2018,Manual,6310,Diesel,145,53.4750,1.5
19439,vauxhall, Combo Life,2019,Manual,8125,Diesel,145,53.4917,1.5
14064,vauxhall, Combo Life,2019,Manual,7968,Diesel,150,53.3480,1.5
18728,vauxhall, Combo Life,2018,Manual,20964,Diesel,145,53.3093,1.5
12403,vauxhall, Combo Life,2019,Manual,8987,Diesel,145,53.1084,1.5
13498,vauxhall, Combo Life,2018,Manual,11886,Diesel,145,53.3599,1.5
14166,vauxhall, Combo Life,2018,Manual,17248,Diesel,145,53.1860,1.5
14853,vauxhall, Combo Life,2019,Manual,500,Diesel,145,53.1811,1.5
18230,vauxhall, Combo Life,2019,Manual,11685,Diesel,145,53.0497,1.5
17669,vauxhall, Combo Life,2019,Manual,9004,Diesel,145,53.2872,1.5
17275,vauxhall, Combo Life,2019,Manual,9381,Diesel,145,53.3682,1.5
17543,vauxhall, Combo Life,2019,Manual,7742,Diesel,145,53.1849,1.5
14165,vauxhall, Combo Life,2019,Manual,22,Diesel,145,53.5720,1.5
12059,vauxhall, Combo Life,2019,Manual,2083,Diesel,145,53.3219,1.5
15542,vauxhall, Combo Life,2019,Manual,5500,Diesel,145,53.1883,1.5
12435,vauxhall, Combo Life,2018,Manual,18,Diesel,145,53.3059,1.5
14087,vauxhall, Combo Life,2019,Manual,1,Diesel,145,53.3490,1.5
12127,vauxhall, Combo Life,2019,Manual,4912,Diesel,145,53.3132,1.5
16480,vauxhall, Combo Life,2018,Manual,6000,Diesel,145,53.1599,1.5
12239,vauxhall, Combo Life,2018,Manual,34138,Diesel,145,53.3576,1.5
14560,vauxhall, Combo Life,2019,Manual,8865,Diesel,150,53.2563,1.5
16711,vauxhall, Combo Life,2018,Manual,5651,Diesel,145,53.6958,1.5
12375,vauxhall, Combo Life,2018,Manual,20203,Diesel,145,53.3572,1.5
14179,vauxhall, Combo Life,2018,Manual,3105,Diesel,145,53.0991,1.5
18669,vauxhall, Combo Life,2019,Manual,12545,Diesel,145,53.3495,1.5
16186,vauxhall, Combo Life,2019,Manual,5012,Diesel,145,53.2939,1.5
17396,vauxhall, Combo Life,2019,Automatic,826,Diesel,145,50.1782,1.5
15419,vauxhall, Combo Life,2019,Automatic,564,Diesel,145,50.3943,1.5
16635,vauxhall, Combo Life,2019,Automatic,1,Diesel,145,50.6714,1.5
13303,vauxhall, Combo Life,2020,Manual,3218,Diesel,145,50.5229,1.5
19279,vauxhall, Combo Life,2019,Automatic,2592,Diesel,145,50.2956,1.5
18766,vauxhall, Combo Life,2019,Automatic,6991,Diesel,145,50.2301,1.5
12690,vauxhall, Combo Life,2019,Manual,3050,Diesel,145,50.2636,1.5
16133,vauxhall, Combo Life,2019,Manual,1001,Diesel,145,50.4269,1.5
19593,vauxhall, Combo Life,2019,Manual,2123,Diesel,145,50.4070,1.5
14056,vauxhall, Combo Life,2020,Manual,10,Diesel,145,50.4946,1.5
14981,vauxhall, Combo Life,2019,Manual,800,Diesel,145,50.7623,1.5
17172,vauxhall, Combo Life,2019,Manual,2859,Diesel,145,50.0146,1.5
18198,vauxhall, Combo Life,2019,Manual,805,Petrol,145,42.4351,1.2
17034,vauxhall, Combo Life,2019,Manual,7300,Petrol,145,42.2336,1.2
13917,vauxhall, Combo Life,2019,Manual,5315,Petrol,145,42.0240,1.2
13564,vauxhall, Combo Life,2020,Manual,1858,Petrol,145,42.4868,1.2
19463,vauxhall, Combo Life,2019,Manual,10693,Petrol,145,42.2450,1.2
16618,vauxhall, Combo Life,2019,Manual,6701,Petrol,145,42.0504,1.2
16286,vauxhall, Combo Life,2019,Manual,2072,Petrol,145,42.0102,1.2
18457,vauxhall, Combo Life,2019,Manual,6526,Petrol,145,42.1677,1.2
13482,vauxhall, Combo Life,2019,Manual,4,Petrol,145,42.0553,1.2
14810,vauxhall, Combo Life,2019,Manual,1800,Petrol,145,42.3475,1.2
16265,vauxhall, Combo Life,2019,Manual,8541,Petrol,145,41.8354,1.2
14316,vauxhall, Combo Life,2019,Manual,4144,Petrol,145,42.5521,1.2
15570,vauxhall, Combo Life,2019,Manual,4528,Petrol,145,42.2166,1.2
15823,vauxhall, Combo Life,2020,Manual,346,Petrol,145,42.1349,1.2
17918,vauxhall, Combo Life,2019,Manual,3823,Petrol,145,42.2478,1.2
18584,vauxhall, Combo Life,2019,Manual,2500,Petrol,145,41.7688,1.2
12389,vauxhall, Combo Life,2019,Manual,1903,Petrol,145,42.4212,1.2
18535,vauxhall, Combo Life,2019,Manual,2494,Petrol,150,42.0746,1.2
16665,vauxhall, Combo Life,2019,Manual,1700,Petrol,145,42.0099,1.2
13862,vauxhall, Combo Life,2019,Manual,10500,Petrol,145,42.3858,1.2
16277,vauxhall, Combo Life,2019,Manual,5234,Petrol,145,42.1264,1.2
18714,vauxhall, Combo Life,2019,Manual,1686,Petrol,145,42.3165,1.2
12397,vauxhall, Combo Life,2019,Manual,9585,Petrol,145,42.0047,1.2
17179,vauxhall, Combo Life,2019,Manual,4136,Petrol,145,42.1508,1.2
19483,vauxhall, Combo Life,2019,Manual,2674,Petrol,145,42.1206,1.2
14412,vauxhall, Combo Life,2019,Manual,2026,Petrol,145,42.0439,1.2
19601,vauxhall, Combo Life,2019,Manual,6846,Petrol,145,42.4582,1.2
15833,vauxhall, Combo Life,2019,Manual,1,Petrol,145,41.7457,1.2
17242,vauxhall, Combo Life,2020,Semi-Auto,500,Petrol,145,40.0414,1.2
13105,ford, Edge,2016,Manual,24105,Diesel,160,48.8883,2
15719,ford, Edge,2016,Automatic,24641,Diesel,160,49.0235,2
15389,ford, Edge,2017,Manual,45386,Diesel,160,49.1583,2
12741,ford, Edge,2016,Manual,27500,Diesel,160,48.8654,2
16813,ford, Edge,2017,Semi-Auto,20045,Diesel,160,48.8109,2
14033,ford, Edge,2017,Semi-Auto,41726,Diesel,160,48.3475,2
16900,ford, Edge,2017,Manual,22922,Diesel,160,48.8553,2
12842,ford, Edge,2018,Semi-Auto,12815,Diesel,150,48.5427,2
16273,ford, Edge,2017,Automatic,19039,Diesel,160,48.6193,2
14271,ford, Edge,2016,Manual,52368,Diesel,165,48.7246,2
12244,ford, Edge,2016,Manual,30000,Diesel,160,48.5017,2
18559,ford, Edge,2017,Manual,7721,Diesel,145,48.6250,2
17685,ford, Edge,2017,Manual,12798,Diesel,160,48.4454,2
18002,ford, Edge,2017,Manual,19076,Diesel,165,48.3886,2
13467,ford, Edge,2016,Automatic,36142,Diesel,165,48.7404,2
13632,ford, Edge,2016,Manual,28043,Diesel,160,48.6512,2
19629,ford, Edge,2017,Manual,9975,Diesel,145,48.6423,2
19320,ford, Edge,2017,Manual,65853,Diesel,160,48.5432,2
18121,ford, Edge,2017,Manual,22017,Diesel,160,48.8216,2
13942,ford, Edge,2017,Manual,24151,Diesel,145,48.6300,2
14075,ford, Edge,2017,Manual,62124,Diesel,160,48.7075,2
12806,ford, Edge,2017,Manual,18968,Diesel,160,48.6083,2
15142,ford, Edge,2017,Semi-Auto,29826,Diesel,160,48.5547,2
16650,ford, Edge,2017,Manual,11514,Diesel,145,48.2501,2
12933,ford, Edge,2016,Semi-Auto,32736,Diesel,160,48.6379,2
19294,ford, Edge,2017,Manual,42359,Diesel,160,48.8351,2
17975,ford, Edge,2017,Semi-Auto,39000,Diesel,160,48.7644,2
19158,ford, Edge,2017,Automatic,20540,Diesel,160,48.7084,2
